mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	1	1	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	0				0
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1				
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2				
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3				
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	4				
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	5				
1	1	3	3	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6		
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	6				
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	7				
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	8				
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	9				1
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	10				
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	11				
2	2	5	5	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	12				
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	4	
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	13				
2	2	7	7	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5	#	
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	14				
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	15				
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	16				
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	17				
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	18				
4	4	12	12	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	19				2
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	20				
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	21				
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	22				3
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	23				
4	4	12	12	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	24				
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	25				
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	26				
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	27				
5	5	16	16	4.0	0	0	Chord	4/4	1	1	1	1	1	28				
5	5	16	16	4.0	0	0	Chord	4/4	2	1	1	1	1	29				
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	30				
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	31				
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	32				
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	33				
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	34				
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5		
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	35				
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	36				
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	37				
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	38				
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	39				
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	40				
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5		
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	41				
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	42				
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	43				
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	44				
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	45				
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	46				
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	47				
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	48				
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	49				4
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	50				
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	51				5
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	52				
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	53				
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	54				
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6		
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	55				
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	56				
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	57				6
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	58				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	59				
10	10	36	36	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	60				
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	7		
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	61				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	62				
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	63				
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	64				7
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	65				
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	66				
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	67				
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	6		
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	68				
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	69				
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	70				
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	71				8
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	72				
