mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	68		
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	69		
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	70		
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	71		
11	11	40	40	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	5
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	72		
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	73		
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	#
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	74		
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	75		
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	76		
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	77		
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	78		
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	79		
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	80		
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	81		
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	82		
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	83		
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	84		
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	2
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	85		
13	13	49	49	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	86		
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	87		
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	88		
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	89		
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	90		
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	91		
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	92		
14	14	55	55	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	#
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	93		
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	94		
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	95		
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	96		
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	97		
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	98		
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	99		
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	100		
16	16	61	61	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	101		
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	102		
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	103		
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	104		
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	105		
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	106		
16	16	125/2	125/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	_
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	107		
16	16	63	63	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	108		
17	17	64	64	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	109		
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	110		
17	17	65	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	111		
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	112		
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	113		
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	114		
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	115		
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	116		
17	17	67	67	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	117		
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	118		
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	119		
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	120		
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	121		
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	122		
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	123		
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	124		
19	19	73	73	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	125		
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	126		
19	19	72	72	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	5
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	127		
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	128		
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	#
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	129		
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	130		
20	20	77	77	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	131		
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	132		
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	133		
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	134		
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	135		
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	136		
20	20	157/2	157/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	_
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	137		
20	20	79	79	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	138		
21	21	80	80	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	139		
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	140		
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	141		
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	142		
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	143		
21	21	81	81	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	#
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	144		
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	145		
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	146		
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	147		
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	148		
22	22	87	87	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	149		
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	150		
22	22	85	85	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	151		
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	152		
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	153		
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	154		
23	23	89	89	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	155		
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	156		
23	23	88	88	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	5
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	157		
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	158		
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	#
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	159		
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	160		
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	161		
24	24	95	95	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	162		
24	24	93	93	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	163		
24	24	94	94	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	164		
24	24	95	95	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	165		
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	166		
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	167		
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	168		
25	25	98	98	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	169		
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	170		
25	25	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	171		
25	25	98	98	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	#
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	172		
