mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	0				
1	1	2	2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1				0
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	2				
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3				
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	4				
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6		
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	5				
1	1	3	3	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	2		
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	6				
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	7				
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	8				
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	9				
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	10				
2	2	4	4	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	11				
2	2	5	5	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	12				
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	13				
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	14				
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	15				1
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	16				
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	17				
3	3	8	8	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	9	4	
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	18				
3	3	9	9	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	7		
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	19				
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	20				
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	21				
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	22				
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	23				
4	4	13	13	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	7		
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	24				
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	25				
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6h		
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	26				
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	27				
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	28				
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	29				
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	30				
5	5	16	16	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	31				
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	32				
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	33				
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7		
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	34				
6	6	20	20	4.0	0	0	Chord	4/4	1	1	1	1	1	35				
6	6	20	20	4.0	0	0	Chord	4/4	2	1	1	1	1	36				
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	37				
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	38				
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	39				
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	40				
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	5	
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	41				
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6		
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	42				
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	43				
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	44				
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	45				
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	46				
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	47				
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	48				
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	49				
8	8	61/2	61/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	_		
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	50				
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	51				
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	52				
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	53				
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	54				
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	55				
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	56				
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	57				
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	58				
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	59				2
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	60				
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	61				
10	10	37	37	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	62				
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	63				
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	6		
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	64				
10	10	79/2	79/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	6		
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	65				
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	66				
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	67				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	68				
11	11	40	40	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	4	
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	69				
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5	3	
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	70				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	71				
